time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,振幅,上涨,下跌,Dc_2,上涨数量,下跌数量,上涨比例,rank_Dc_2,rank_sum,rank
2021-10-19 02:59:00,0.10945,0.11299,0.09809,0.1012,ANKR-USDT,2828882789.0,293763999.565516,-0.07613657111557426,0.1361352215623572,0,1,0.24945251841528968,96,37,0.7218045112781954,1.0,1.0,1.0
2021-11-15 02:59:00,0.1229,0.1583,0.12017,0.14101,ANKR-USDT,2995558077.0,430751000.764882,0.14735557363710328,0.3102522375915378,1,0,0.2738535569361152,93,44,0.6788321167883211,1.0,1.0,1.0
2021-11-15 14:59:00,0.14107,0.15143,0.13862,0.14484,ANKR-USDT,2355030540.0,342679825.330814,0.027161194241543063,0.09080598284539601,1,0,0.2738535569361152,56,81,0.40875912408759124,1.0,1.0,1.0
2021-12-28 14:59:00,9.413,11.588,9.079,11.47,ANT-USDT,9813904.6,108086335.1088,0.21865703357416066,0.26654626580261326,1,0,0.26129378475948867,23,117,0.16428571428571428,1.0,1.0,1.0
2021-12-29 02:59:00,11.47,13.85,11.411,12.892,ANT-USDT,33371570.3,428159398.8165,0.1239755884917173,0.2126416739319965,1,0,0.41615421518600887,11,129,0.07857142857142857,1.0,1.0,1.0
2022-01-01 02:59:00,13.168,14.25,13.042,13.361,ANT-USDT,12122882.8,164310292.0469,0.016432103461392344,0.0917375455650061,1,0,0.21651889874008404,32,109,0.22695035460992907,1.0,1.0,1.0
2022-02-02 14:59:00,7.733,8.85,7.536,8.085,ANT-USDT,18848380.6,157105307.5557,0.045519203413940446,0.16992111728953835,1,0,0.19930417495029812,21,121,0.14788732394366197,1.0,1.0,1.0
2022-06-16 02:59:00,1.4780000000000002,2.268,1.42,2.15,ANT-USDT,135058488.9,257259943.5087,0.45466847090663043,0.5737483085250337,1,0,0.6196939070170371,161,2,0.9877300613496932,1.0,1.0,1.0
2022-06-16 14:59:00,2.153,2.167,1.69,1.743,ANT-USDT,125575341.7,236689538.7238,-0.18930232558139526,0.22155132373432412,0,1,0.45986984815618215,2,161,0.012269938650306749,1.0,1.0,1.0
2022-06-17 02:59:00,1.743,1.802,1.567,1.635,ANT-USDT,40080951.3,67253229.6736,-0.061962134251290935,0.1348250143430867,0,1,0.3213711837171933,110,53,0.6748466257668712,1.0,1.0,1.0
2022-03-18 02:59:00,9.251,11.78,7.17,11.515,APE-USDT,127596543.0,1143486402.333,0.24473029942708902,0.4983245054588693,1,0,0.4865435356200527,17,129,0.11643835616438356,1.0,1.0,1.0
2022-03-18 14:59:00,11.517,17.298,10.602,13.949,APE-USDT,302278786.0,4263561433.804,0.21137646547980893,0.5814014066163061,1,0,0.8278567925453654,90,56,0.6164383561643836,1.0,1.0,1.0
2022-03-20 14:59:00,11.748,11.958,10.649,11.042,APE-USDT,74234678.0,835382953.41,-0.06001532306120716,0.11142322097378286,0,1,0.3061873707650709,10,136,0.0684931506849315,1.0,1.0,1.0
2022-04-23 14:59:00,15.89,17.172,15.853,16.71,APE-USDT,123735168.0,2058313485.543,0.051538606758542604,0.08300818124606676,1,0,0.2186046511627907,124,25,0.8322147651006712,1.0,1.0,1.0
