candle_begin_time,factor,symbol,µ±ÖÜÆÚÕÇµø·ù,¾»Öµ,±¸×¢,ÕÇµø·ù,Õñ·ù
2021-03-09 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,AXS-USDT,0.003897723562858557,1.7306496215999054,,-0.0392725828909581,0.1642827652893818
2021-03-10 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,CHZ-USDT,0.021639103689546246,1.7680993282119797,,-0.0780085564449349,0.154518145091675
2021-03-10 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,XEM-USDT,0.011468904545974157,1.7883774906350438,,-0.2035398230088494,0.2739726027397259
2021-03-11 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,COTI-USDT,0.009931862025735372,1.806139409121962,,-0.094711847857444,0.1841092132047084
2021-03-11 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,XEM-USDT,0.018442343531969607,1.839448852571618,,-0.0559820258378581,0.1369426751592357
2021-03-12 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,BLZ-USDT,0.021969413073362754,1.879860464241087,,-0.1577591618503365,0.306090645426605
2021-03-12 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,XEM-USDT,0.03890939473774502,1.9530046970961241,,-0.2033966841892437,0.3778811160533765
2021-03-13 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,BLZ-USDT,0.009782445781685745,1.9721098596568445,,-0.1190595172655037,0.1663880641700555
2021-03-13 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,CHZ-USDT,0.02372384107126546,2.018895880542419,,-0.0559618049362727,0.3153049324277971
2021-03-14 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,CHZ-USDT,0.025517028766054217,2.070412104801888,,-0.1220026158988519,0.3043225318517654
2021-03-14 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,COTI-USDT,0.008565194955273192,2.088145588117274,,-0.1017097088874056,0.1992914538033013
2021-03-15 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,HNT-USDT,0.0060898148400341245,2.100862008107942,,-0.0903067656534528,0.1104191449163809
2021-03-15 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,SFP-USDT,0.012015589588064701,2.126105103778525,,-0.0955630126771066,0.3368173504050169
2021-03-16 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,REEF-USDT,0.02174392003297121,2.172334963136777,,-0.1734145688821192,0.2486311802725289
2021-03-16 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ALICE-USDT,0.029978909596924064,2.237459196610892,,-0.0398947368421052,0.4309473684210526
2021-03-17 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ALICE-USDT,0.01270290868519397,2.2658814364722875,,-0.0626576033329678,0.1949041095890411
2021-03-17 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,RLC-USDT,0.0007613134465984661,2.267606482478272,,-0.1538350217076699,0.1750850278601924
2021-03-18 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ALICE-USDT,-0.05222897893240275,2.1491717112779343,,-0.0778991225301433,0.1126822801590808
2021-03-18 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ZIL-USDT,0.005477683704275371,2.160944194138491,,-0.1001622060016215,0.1403642266524628
2021-03-19 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ADA-USDT,0.005273198136563462,2.1723392810362396,,-0.1422697081843589,0.2223414858544813
